,Unnamed: 0,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Ability Score
543,543,Nik Stauskas,26,Mississauga,Canada,43.5890452,-79.6441198,University of Michigan,,,9.7
544,544,Nik Stauskas,26,Mississauga,Canada,43.5890452,-79.6441198,University of Michigan,,,8.700000000000001
545,545,D.J. Stephens,29,Frankfurt,Germany,50.1109221,8.6821267,,,,3.0
546,546,Lance Stephenson,29,"Brooklyn, NY",USA,40.6781784,-73.9441579,University of Cincinnati,,,13.2
547,547,Edmond Sumner,24,"Detroit, MI",USA,42.331427,-83.0457538,Xavier University,,,5.0
548,548,Caleb Swanigan,22,"Indianapolis, IN",USA,39.768403,-86.158068,Purdue University,,,5.4
549,549,Caleb Swanigan,22,"Indianapolis, IN",USA,39.768403,-86.158068,Purdue University,,,9.0
550,550,Jayson Tatum,22,"St. Louis, MO",USA,38.6270025,-90.19940419999999,Duke University,,,25.6
551,551,Jeff Teague,31,"Indianapolis, IN",USA,39.768403,-86.158068,Wake Forest University,,,24.2
552,552,Garrett Temple,33,"Baton Rouge, LA",USA,30.4514677,-91.18714659999999,Louisiana State University,,,15.4
553,553,Garrett Temple,33,"Baton Rouge, LA",USA,30.4514677,-91.18714659999999,Louisiana State University,,,9.8
554,554,Milos Teodosic,33,Valjevo,Serbia,44.27431410000001,19.8903398,,,,6.6000000000000005
555,555,Jared Terrell,25,"Weymouth, MA",USA,42.2180724,-70.94103559999999,,,,3.8
556,556,Emanuel Terry,24,"Birmingham, IL",USA,40.2642112,-90.820965,,,,9.5
557,557,Emanuel Terry,24,"Birmingham, IL",USA,40.2642112,-90.820965,,,,3.0
558,558,Daniel Theis,28,Salzgitter,Germany,52.13786589999999,10.3899127,,,,11.0
559,559,Isaiah Thomas,31,"Tacoma, WA",USA,47.2528768,-122.4442906,University of Washington,,,11.7
560,560,Khyri Thomas,23,"Cupertino, CA",USA,37.3229978,-122.0321823,,,,3.9
561,561,Lance Thomas,31,"Brooklyn, NY",USA,40.6781784,-73.9441579,Duke University,,,8.2
562,562,Klay Thompson,30,"Los Angeles, CA",USA,34.0522342,-118.2436849,Washington State University,,,29.5
563,563,Tristan Thompson,29,Toronto,Canada,43.653226,-79.3831843,University of Texas at Austin,,,24.1
564,564,Sindarius Thornwell,25,"Lancaster, SC",USA,34.7204257,-80.7709014,University of South Carolina,,,2.3000000000000003
565,565,Anthony Tolliver,34,"Springfield, MO",USA,37.2089572,-93.29229889999999,Creighton University,,,9.000000000000002
566,566,Karl-Anthony Towns,24,"Edison, NJ",USA,40.5187154,-74.4120953,University of Kentucky,,,42.7
568,568,Allonzo Trier,24,"Seatle, WS",USA,47.6062095,-122.3320708,,,,16.5
569,569,P.J. Tucker,34,"Raleigh, NC",USA,35.7795897,-78.6381787,University of Texas at Austin,,,16.4
570,570,Evan Turner,31,"Chicago, IL",USA,41.8781136,-87.6297982,Ohio State University,,,15.9
571,571,Myles Turner,24,"Bedford, TX",USA,32.844017,-97.1430671,University of Texas at Austin,,,25.6
572,572,Ekpe Udoh,32,"Edmond, OK",USA,35.6528323,-97.47809540000002,Baylor University,,,5.4
573,573,Tyler Ulis,24,"Detroit, MI",USA,42.331427,-83.0457538,University of Kentucky,,,0.0
574,574,Jonas Valanciunas,27,Utena,Lithuania,55.5000404,25.609385,,,,22.2
575,575,Jonas Valanciunas,27,Utena,Lithuania,55.5000404,25.609385,,,,34.7
576,576,Jarred Vanderbilt,21,"Houston, TX",USA,29.7604267,-95.3698028,,,,3.5
577,577,Fred VanVleet,26,"Rockford, IL",USA,42.2711311,-89.0939952,Wichita State University,,,19.6
578,578,Noah Vonleh,24,"Haverhill, MA",USA,42.7762015,-71.0772796,Indiana University,,,19.6
579,579,Nikola Vucevic,29,Morges,Montenegro,46.5072797,6.497431,University of Southern California,,,38.7
580,580,Dwyane Wade,38,"Chicago, IL",USA,41.8781136,-87.6297982,Marquette University,,,24.5
581,581,Moritz Wagner,22,Berlin,Germany,52.52000659999999,13.404954,,,,7.899999999999999
582,582,Dion Waiters,28,"Philadelphia, PA",USA,39.9525839,-75.1652215,Syracuse University,,,18.4
583,583,Kemba Walker,29,"Bronx, NY",USA,40.8447819,-73.8648268,University of Connecticut,,,37.5
584,584,Lonnie Walker IV,21,"Reading, PA",USA,40.3356483,-75.9268747,,,,4.6
585,585,John Wall,29,"Raleigh, NC",USA,35.7795897,-78.6381787,University of Kentucky,,,35.4
586,586,Tyrone Wallace,25,"Bakersfield, CA",USA,35.3732921,-119.0187125,University of California,,,6.199999999999998
587,587,Brad Wanamaker,30,"Philadelphia, PA",USA,39.9525839,-75.1652215,,,,6.999999999999999
588,588,T.J. Warren,26,"Durham, NC",USA,35.9940329,-78.898619,North Carolina State University,,,25.4
590,590,Yuta Watanabe,25,Miki,Japan,34.7968964,134.9901941,,,,5.6
591,591,Thomas Welsh,24,"Torrance, CA",USA,33.8358492,-118.3406288,,,,2.5
592,592,Russell Westbrook,31,"Long Beach, CA",USA,33.7700504,-118.1937395,"University of California, Los Angeles",,,47.1
593,593,Derrick White,25,"Parker, CO",USA,39.5186002,-104.7613633,University of Colorado,,,19.2
594,594,Okaro White,27,"Clearwater, FL",USA,27.9658533,-82.8001026,Florida State University,,,0.7
595,595,Hassan Whiteside,30,"Gastonia, NC",USA,35.262082,-81.18730049999999,Marshall University,,,27.000000000000004
596,596,Andrew Wiggins,25,Toronto,Canada,43.653226,-79.3831843,University of Kansas,,,27.1
597,597,Alan Williams,27,"Phoenix, AZ",USA,33.4483771,-112.0740373,"University of California, Santa Barbara",,,8.2
598,598,C.J. Williams,30,"Fayetteville, NC",USA,35.0526641,-78.87835849999999,North Carolina State University,,,4.300000000000002
599,599,Johnathan Williams,24,"Memphis, TN",USA,35.1495343,-90.0489801,,,,11.7
601,601,Lou Williams,33,"Memphis, TN",USA,35.1495343,-90.0489801,,,,29.1
602,602,Marvin Williams,33,"Bremerton, WA",USA,47.5650067,-122.6269768,University of North Carolina,,,18.4
603,603,Troy Williams,25,"Hampton, VA",USA,37.0298687,-76.34522179999999,Indiana University,,,9.5
604,604,Robert Williams III,22,"Shreveport, LA",USA,32.5251516,-93.7501789,,,,6.7
605,605,D.J. Wilson,24,"Mt. Shasta, CA",USA,41.3098746,-122.3105666,University of Michigan,,,12.3
606,606,Justise Winslow,24,"Houston, TX",USA,29.7604267,-95.3698028,Duke University,,,23.700000000000006
607,607,Christian Wood,24,"Long Beach, CA",USA,33.7700504,-118.1937395,"University of Nevada, Las Vegas",,,4.5
608,608,Christian Wood,24,"Long Beach, CA",USA,33.7700504,-118.1937395,"University of Nevada, Las Vegas",,,27.7
609,609,Delon Wright,27,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Utah,,,12.9
610,610,Delon Wright,27,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Utah,,,25.200000000000006
611,611,Guerschon Yabusele,24,Dreux,France,48.736134,1.370889,,,,4.4
612,612,Nick Young,34,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Southern California,,,3.1000000000000005
613,613,Thaddeus Young,31,"New Orleans, LA",USA,29.95106579999999,-90.0715323,Georgia Institute of Technology,,,23.5
614,614,Trae Young,21,"Lubbock, TX",USA,33.5778631,-101.8551665,,,,32.0
615,615,Cody Zeller,27,"Washington, IN",USA,47.7510741,-120.7401385,Indiana University,,,20.7
616,616,Tyler Zeller,30,"Visalia, CA",USA,36.3302284,-119.2920585,University of North Carolina,,,3.5
617,617,Tyler Zeller,30,"Visalia, CA",USA,36.3302284,-119.2920585,University of North Carolina,,,17.8
619,619,Ante Zizic,23,Split,Croatia,43.5081323,16.4401935,,,,14.7
620,620,Ivica Zubac,23,Mostar,Croatia,43.3372849,17.8150151,,,,15.2
621,621,Ivica Zubac,23,Mostar,Croatia,43.3372849,17.8150151,,,,19.9
622,622,Jalen Adams,24,"Melrose, MA",USA,42.4584292,-71.0661633,,,,0.0
623,623,Cliff Alexander,24,"Chicago, IL",USA,41.8781136,-87.6297982,University of Kansas,,,0.0
624,624,Kyle Alexander,23,"Milton, ON",Canada,43.5182991,-79.8774042,,,,0.0
625,625,Nickeil Alexander-Walker,21,"Toronto, ON",Canada,43.653226,-79.3831843,Virginia Tech,,,0.0
627,627,Thanasis Antetokounmpo,27,Athens,Greece,37.9838096,23.7275388,,,,0.0
630,630,RJ Barrett,19,"Toronto, ON",Canada,43.653226,-79.3831843,Duke,,,0.0
633,633,Javon Bess,24,"Pickerington, OH",USA,39.8842304,-82.7535049,St. Louis,,,0.0
634,634,Justin Bibbs,24,"Dayton, OH",USA,39.7589478,-84.1916069,,,,0.0
635,635,Goga Bitadze,20,Sagarejo,Georgia,41.725392,45.33507909999999,,,,0.0
636,636,Keljin Blevins,24,"Hot Springs, AR",USA,34.5037004,-93.0551795,Montana State,,,0.0
637,637,Trevon Bluiett,25,"Indianapolis, IN",USA,39.768403,-86.158068,,,,0.0
638,638,Bol Bol,20,Khartoum,Sudan,15.5006544,32.5598994,Oregon,,,0.0
640,640,Jordan Bone,22,"Nashville, TN",USA,36.1626638,-86.7816016,Tennessee,,,0.0
641,641,Phil Booth,24,"Bltimore, MD",USA,39.2903848,-76.6121893,Villanova,,,0.0
642,642,Brian Bowen II,21,"Saginaw, MI",USA,43.4194699,-83.9508068,,,,0.0
643,643,Ky Bowman,22,"Havelock, NC",USA,34.8790492,-76.9013301,Boston College,,,0.0
645,645,Jarrell Brantley,23,"Charleston, SC",USA,32.7764749,-79.93105120000001,College of Charleston,,,0.0
646,646,Ignas Brazdeikis,21,Kaunas,Lithuania,54.8985207,23.9035965,Michigan,,,0.0
647,647,Oshae Brissett,21,"Toronto, ON",Canada,43.653226,-79.3831843,Syracuse,,,0.0
649,649,Scott Brooks,2,"French Camp, CA",USA,37.8817227,-121.2747843,"University of California, Irvine",,,0.0
650,650,Barry Brown,23,"At. Petersburg, FL",USA,27.7676008,-82.64029149999999,Kansas State,,,0.0
651,651,Bobby Brown,35,"Versailles, OH",USA,40.2225481,-84.48439599999999,Miami University,,,0.0
654,654,Markel Brown,28,"Pineville, LA",USA,31.3224044,-92.4343035,Oklahoma State University,,,0.0
655,655,Moses Brown,20,"New York, NY",USA,40.7127753,-74.0059728,UCLA,,,0.0
656,656,Charles Brown Jr.,23,Imhotep Institute Charter,USA,40.0492457,-75.1547205,,,,0.0
657,657,Nicolas Brussino,27,Santa Fe,Argentina,-31.6106578,-60.697294,,,,0.0
658,658,Kobe Bryant,41,"Philadelphia, PA",USA,39.9525839,-75.1652215,,,,0.0
660,660,Devontae Cacok,23,"Chicago, IL",USA,41.8781136,-87.6297982,UNC Wilmington,,,0.0
661,661,Vlatko Cancar,23,Koper,Slovenia,45.54805899999999,13.7301877,,,,0.0
662,662,Rick Carlisle,2,"Ogdensburg, NY",USA,44.6942291,-75.48633640000001,University of Virginia,,,0.0
663,663,Jordan Caroline,24,"Champagne, IL",USA,40.1164204,-88.2433829,Nevada-Reno,,,0.0
665,665,Zylan Cheatham,24,"Phoenix, AZ",USA,33.4483771,-112.0740373,Arizona State,,,0.0
666,666,Brandon Clarke,23,"Vancouver, BC",Canada,49.2827291,-123.1207375,Gonzaga,,,0.0
667,667,Gian Clavell,26,Caguas,Puerto Rico,18.2387995,-66.035249,Colorado State University,,,0.0
668,668,Nicolas Claxton,20,"Greenville, SC",USA,34.85261759999999,-82.3940104,Georgia,,,0.0
669,669,Chris Clemons,22,"Raleigh, nC",USA,35.7795897,-78.6381787,Campbell,,,0.0
670,670,Antonius Cleveland,26,"Memphis, TN",USA,35.1495343,-90.0489801,Southeast Missouri State University,,,0.0
673,673,Amir Coffey,22,"Hopkins, MN",USA,44.9260794,-93.4044187,Minnesota,,,0.0
674,674,Kyle Collinsworth,28,"Provo, UT",USA,40.2338438,-111.6585337,Brigham Young University,,,0.0
675,675,Tyler Cook,22,"St. Louis, MO",USA,38.6270025,-90.19940419999999,Iowa,,,0.0
677,677,Jarrett Culver,21,"Lubbock, TX",USA,33.5778631,-101.8551665,Texas Tech,,,0.0
680,680,Terence Davis,22,"Southaven, MI",USA,42.4030865,-86.2736407,Ole Miss,,,0.0
681,681,Branden Dawson,27,"Gary, IN",USA,41.6020403,-87.3371523,Michigan State University,,,0.0
684,684,Billy Donovan,2,"Rockville Centre, NY",USA,40.65871380000001,-73.6412406,Providence College,,,0.0
685,685,Luguentz Dort,20,"Montreal, QC",Canada,45.5016889,-73.567256,Arizona State,,,0.0
686,686,Sekou Doumbouya,19,Conakry,Guinea,9.641185499999999,-13.5784012,,,,0.0
687,687,Milton Doyle,26,"Chicago, IL",USA,41.8781136,-87.6297982,Loyola University of Chicago,,,0.0
689,689,Tyler Ennis,25,Brampton,Canada,43.7315479,-79.7624177,Syracuse University,,,0.0
690,690,Tacko Fall,24,Dakar,Senegal,14.716677,-17.4676861,Central Florida,,,0.0
691,691,Carrick Felix,29,"Las Vegas, AZ",USA,36.1699412,-115.1398296,Arizona State University,,,0.0
692,692,Bruno Fernando,21,Luanda,Angola,-8.8146556,13.2301756,Maryland,,,0.0
693,693,Robert Franks,23,"Seattle, WA",USA,47.6062095,-122.3320708,Washington State,,,0.0
696,696,Wenyen Gabriel,23,Khartoum,Sudan,15.5006544,32.5598994,,,,0.0
697,697,Abdul Gaddy,28,"Tacoma, WA",USA,47.2528768,-122.4442906,,,,0.0
699,699,Darius Garland,20,"Gary, IN",USA,41.6020403,-87.3371523,Vanderbilt,,,0.0
700,700,Kevin Garnett,43,"Mauldin, SC",USA,34.77873,-82.310119,,,,0.0
701,701,Kaiser Gates,23,"Atlanta, GA",USA,33.7489954,-84.3879824,Xavier,,,0.0
703,703,Jonathan Gibson,32,"West Covina, CA",USA,34.0686208,-117.9389526,New Mexico State University,,,0.0
705,705,Erick Green,28,"Inglewood, CA",USA,33.9616801,-118.3531311,Virginia Polytechnic Institute and State University,,,0.0
706,706,Javonte Green,26,"Petersburg, VA",USA,37.2279279,-77.40192669999999,Radford University,,,0.0
707,707,Marko Guduric,25,Priboj,Serbia,43.5827565,19.5266606,,,,0.0
708,708,Kyle Guy,22,"Indianapolis, IN",USA,39.768403,-86.158068,Virginia,,,0.0
709,709,Isaac Haas,24,"Birmingham, AL",USA,33.5185892,-86.8103567,,,,0.0
710,710,Rui Hachimura,22,Toyama,Japan,36.6958223,137.2137211,Gonzaga,,,0.0
711,711,Devon Hall,24,"Virginia Beach, VA",USA,36.8529263,-75.97798499999999,Virginia,,,0.0
713,713,Jaylen Hands,21,"San Diego, CA",USA,32.715738,-117.1610838,UCLA,,,0.0
715,715,Jaxson Hayes,19,"Norman, OK",USA,35.2225668,-97.4394777,Texas,,,0.0
716,716,Reggie Hearn,28,"Fort Wayne, IN",USA,41.079273,-85.1393513,Northwestern University,,,0.0
717,717,Myke Henry,27,"Chicago, IL",USA,41.8781136,-87.6297982,DePaul University,,,0.0
718,718,Dewan Hernandez,23,"Miami, FL",USA,25.7616798,-80.1917902,Miami,,,0.0
719,719,Tyler Herro,20,"Milwaukee, WI",USA,43.0389025,-87.9064736,Kentucky,,,0.0
720,720,Kevin Hervey,23,"Dallas, TX",USA,32.7766642,-96.79698789999999,Texas-Arlington,,,0.0
722,722,Ahmed Hill,25,"Fort Valley, GA",USA,32.5537585,-83.8874084,Virginia Tech,,,0.0
723,723,Amir Hinton,23,"Philadelphia, PA",USA,39.9525839,-75.1652215,Shaw University,,,0.0
724,724,Jaylen Hoard,21,Le Havre,France,49.49437,0.107929,Wake Forest,,,0.0
725,725,Fred Hoiberg,2,"Lincoln, NE",USA,40.813616,-96.7025955,Iowa State University,,,0.0
726,726,Aric Holman,22,"Owensboro, KY",USA,37.7719074,-87.1111676,Mississippi State,,,0.0
727,727,Daulton Hommes,23,"Bellingham, WA",USA,48.7519112,-122.4786854,Western Washington,,,0.0
729,729,Talen Horton-Tucker,19,"Chicago, IL",USA,41.8781136,-87.6297982,Iowa State,,,0.0
730,730,William Howard,26,Montbrison,France,45.60745,4.063338,,,,0.0
731,731,De'Andre Hunter,22,"Philadelphia, PA",USA,39.9525839,-75.1652215,Virginia,,,0.0
732,732,Vince Hunter,25,"Detroit, MI",USA,42.331427,-83.0457538,University of Texas at El Paso,,,0.0
733,733,Jarrett Jack,36,"Fort Washington, MD",USA,38.7073379,-77.0230313,Georgia Institute of Technology,,,0.0
734,734,Justin Jackson,23,"Toronto, ON",Canada,43.653226,-79.3831843,Maryland,,,0.0
735,735,Justin James,23,"Port St. Lucie, FL",USA,27.2730492,-80.3582261,Wyoming,,,0.0
736,736,Mike James,29,"Copaigue, NY",USA,40.6814892,-73.3998445,Duquesne University,,,0.0
739,739,Cameron Johnson,24,"Moon Township, PA",USA,40.51697670000001,-80.22134770000001,North Carolina,,,0.0
740,740,Chris Johnson,29,"Orlando, FL",USA,28.5383355,-81.3792365,University of Dayton,,,0.0
742,742,Keldon Johnson,20,"Chesterfield, VA",USA,37.3770935,-77.5049863,Kentucky,,,0.0
743,743,Mfiondu Kabengele,22,"Burlington, ON",Canada,43.3255196,-79.7990319,Florida State,,,0.0
744,744,Steve Kerr,2,Beirut,Lebanon,33.8937913,35.5017767,University of Arizona,,,0.0
745,745,Louis King,21,"Secaucus, NJ",USA,40.7895453,-74.05652979999999,Oregon,,,0.0
746,746,V.J. King,23,"Akron, OH",USA,41.0814447,-81.51900529999999,,,,0.0
747,747,Sagaba Konate,23,Bamako,Mali,12.6392316,-8.0028892,West Virginia,,,0.0
749,749,Christ Koumadje,23,N'djamena,Chad,12.1348457,15.0557415,Florida State,,,0.0
750,750,David Kramer,23,Myjava,Slovakia,48.7552968,17.5674635,,,,0.0
751,751,Romeo Langford,20,"New Albany, IN",USA,38.2856247,-85.8241312,Indiana,,,0.0
752,752,Terry Larrier,24,"The Bronx, NY",USA,40.8447819,-73.8648268,Connecticut,,,0.0
754,754,Jalen Lecque,19,"Manhattan, NY",USA,40.7830603,-73.9712488,Brewster Academy,,,0.0
755,755,Nassir Little,20,"Pensacola, FL",USA,30.42130899999999,-87.2169149,North Carolina,,,0.0
758,758,Josh Magette,30,"Birmingham, AL",USA,33.5185892,-86.8103567,Alabama Huntsville,,,0.0
760,760,Terance Mann,23,"Tilton, NH",USA,43.4426486,-71.589209,Florida State,,,0.0
761,761,Caleb Martin,24,"Reno, NV",USA,39.5296329,-119.8138027,Nevada-Reno,,,0.0
762,762,Cody Martin,24,"Reno, NV",USA,39.5296329,-119.8138027,,,,0.0
766,766,Dakota Mathias,24,"Lima, OH",USA,40.742551,-84.1052256,Purdue,,,0.0
767,767,Jalen McDaniels,22,"Federal Way, WA",USA,47.3223221,-122.3126222,San Diego State,,,0.0
768,768,KJ McDaniels,27,"Mobile, AL",USA,30.6953657,-88.0398912,Clemson University,,,0.0
769,769,Jordan McLaughlin,24,"Pasadena, CA",USA,34.1477849,-118.1445155,,,,0.0
770,770,Nate McMillan,2,"Raleigh, NC",USA,35.7795897,-78.6381787,North Carolina State University,,,0.0
771,771,Nicolo Melli,29,Reggio Emilia,Italy,44.6989932,10.6296859,,,,0.0
772,772,Eric Mika,25,"Salt Lake City, UT",USA,40.7607793,-111.8910474,Brigham Young,,,0.0
773,773,Elijah Millsap,32,"Grambling, LA",USA,32.5276503,-92.7140402,University of Alabama at Birmingham,,,0.0
774,774,Adam Mokoka,21,Paris,France,48.856614,2.3522219,,,,0.0
775,775,Matt Mooney,23,"Niles, IL",USA,42.0189191,-87.80284019999999,,,,0.0
776,776,Ben Moore,24,"Bolingbrook, IL",USA,41.69864159999999,-88.0683955,Southern Methodist University,,,0.0
777,777,Doral Moore,23,"Louisville, KY",USA,38.2526647,-85.7584557,,,,0.0
778,778,Ja Morant,20,"Dalzell, SC",USA,34.0168212,-80.4300818,Murray State,,,0.0
780,780,Mychal Mulder,25,"Toronto, ON",Canada,43.653226,-79.3831843,,,,0.0
781,781,Xavier Munford,27,"Hillside, NJ",USA,40.6955044,-74.2287333,University of Rhode Island,,,0.0
782,782,Dejounte Murray,23,"Seattle, WA",USA,47.6062095,-122.3320708,University of Washington,,,0.0
786,786,Zach Norvell Jr.,22,"Chicago, IL",USA,41.8781136,-87.6297982,Gonzaga,,,0.0
788,788,Jaylen Nowell,20,"Seattle, WA",USA,47.6062095,-122.3320708,Washington,,,0.0
789,789,Kendrick Nunn,24,"Chicago, IL",USA,41.8781136,-87.6297982,,,,0.0
791,791,Norense Odiase,24,"Crowley, TX",USA,32.5790251,-97.3625172,,,,0.0
793,793,Chuma Okeke,21,"Atlanta, GA",USA,33.7489954,-84.3879824,Auburn,,,0.0
794,794,KZ Okpala,20,"Orange County, CA",USA,33.7174708,-117.8311428,Stanford,,,0.0
795,795,Miye Oni,22,"Northridge, CA",USA,34.2381251,-118.530123,Yale,,,0.0
797,797,Tariq Owens,24,"Baltimore, MD",USA,39.2903848,-76.6121893,Texas Tech,,,0.0
798,798,James Palmer Jr.,23,"Washington, DC",USA,38.9071923,-77.0368707,University of Nebraska-Lincoln,,,0.0
800,800,Eric Paschall,23,"North Tarrytown, NY",USA,41.0762077,-73.85874609999999,Villanova,,,0.0
801,801,Anzejs Pasecniks,24,Riga,Latvia,56.9496487,24.1051865,,,,0.0
802,802,Norvel Pelle,27,St. John's,USA,38.9054722,-77.0430361,,,,0.0
804,804,London Perrantes,25,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Virginia,,,0.0
808,808,Vincent Poirier,26,Clamart,France,48.799815,2.257289,,,,0.0
809,809,Jordan Poole,20,"Milwaukee, WI",USA,43.0389025,-87.9064736,Michigan,,,0.0
811,811,Jontay Porter,20,"Columbia, MO",USA,38.9517053,-92.3340724,Missouri,,,0.0
812,812,Kevin Porter Jr.,19,"Seattle, WA",USA,47.6062095,-122.3320708,USC,,,0.0
813,813,Michael Porter Jr.,21,"Columbia, MS",USA,31.2524566,-89.83542829999999,,,,0.0
814,814,Kristaps Porzingis,24,Liepaja,Latvia,56.5046678,21.010806,,,,0.0
815,815,Jacob Pullen,30,"Maywood, IL",USA,41.8791979,-87.8431155,Kansas State University,,,0.0
816,816,Tim Quarterman,25,"Savannah, GA",USA,32.0808989,-81.091203,Louisiana State University,,,0.0
817,817,Levi Randolph,27,"Madison, AL",USA,34.6992579,-86.74833180000002,,,,0.0
819,819,Josh Reaves,22,"Fairfax, VA",USA,38.84622359999999,-77.30637329999999,Penn State,,,0.0
820,820,Cam Reddish,20,"Norristown, PA",USA,40.121497,-75.3399048,Duke,,,0.0
821,821,Willie Reed,29,"Kansas City, MO",USA,39.0997265,-94.5785667,Saint Louis University,,,0.0
822,822,Naz Reid,20,"Asbury Park, NJ",USA,40.2203907,-74.0120817,Louisiana State,,,0.0
823,823,Doc Rivers,2,"Chicago, IL",USA,41.8781136,-87.6297982,Marquette University,,,0.0
824,824,Andre Roberson,28,"Las Cruces, NM",USA,32.3199396,-106.7636538,University of Colorado,,,0.0
829,829,Isaiah Roby,22,"Dixon, IL",USA,41.8389213,-89.47954779999999,University of Nebraska-Lincoln,,,0.0
831,831,Brandon Rush,34,"Kansas City, MO",USA,39.0997265,-94.5785667,University of Kansas,,,0.0
832,832,Luka Samanic,20,Zagreb,Croatia,45.8150108,15.9819189,,,,0.0
833,833,Admiral Schofield,23,London,United Kingdom,51.5073509,-0.1277583,Tennessee,,,0.0
834,834,Mike Scott,26,"Los Angeles, CA",USA,34.0522342,-118.2436849,,,,0.0
835,835,Marial Shayok,24,"Ottawa, ON",Canada,45.4215296,-75.69719309999999,Iowa State,,,0.0
836,836,Simisola Shittu,20,London,Canada,42.9849233,-81.2452768,Vanderbilt,,,0.0
838,838,Justin Simon,23,"Los Angeles, CA",USA,34.0522342,-118.2436849,,,,0.0
839,839,Alen Smailagic,19,Belgrade,Serbia,44.786568,20.4489216,,,,0.0
844,844,Max Strus,24,"HIckory Hills, IL",USA,41.7255879,-87.82505499999999,DePaul,,,0.0
845,845,Isaiah Taylor,25,"Hayward, CA",USA,37.6687665,-122.0809964,University of Texas at Austin,,,0.0
847,847,Mirza Teletovic,34,Mostar,Bosnia and Herzegovina,43.34377480000001,17.8077578,,,,0.0
848,848,Matt Thomas,25,"Decatur, IL",USA,39.8403147,-88.9548001,Iowa State,,,0.0
852,852,Rayjon Tucker,22,"Charlotte, NC",USA,35.2270869,-80.8431267,Arkansas-Little Rock,,,0.0
853,853,Jarrod Uthoff,26,"Cedar Rapids, IA",USA,41.9778795,-91.6656232,University of Iowa,,,0.0
854,854,Denzel Valentine,26,"Lansing, MI",USA,42.732535,-84.5555347,Michigan State University,,,0.0
855,855,Anderson Varejao,37,Santa Teresa,Brazil,-22.9162662,-43.1916361,,,,0.0
856,856,Gabe Vincent,23,"Stockton, CA",USA,37.9577016,-121.2907796,,,,0.0
857,857,Dean Wade,23,"Wichita, KS",USA,37.68717609999999,-97.33005299999999,Kansas State,,,0.0
858,858,Luke Walton,2,"San Diego, CA",USA,32.715738,-117.1610838,University of Arizona,,,0.0
859,859,P.J. Washington,21,"Louisville, KY",USA,38.2526647,-85.7584557,Kentucky,,,0.0
860,860,Tremont Waters,22,"New Haven, CT",USA,41.308274,-72.9278835,Louisiana State,,,0.0
861,861,Paul Watson,25,"Phoenix, AZ",USA,33.4483771,-112.0740373,Fresno State,,,0.0
862,862,Quinndary Weatherspoon,23,"Canton, MS",USA,32.6126381,-90.0367512,Mississippi State,,,0.0
863,863,James Webb III,26,"Augusta, GA",USA,33.4734978,-82.0105148,Boise State University,,,0.0
864,864,Coby White,20,"Goldsboro, NC",USA,35.3848841,-77.9927651,North Carolina,,,0.0
865,865,Andrew White III,26,"Richmond, VA",USA,37.5407246,-77.4360481,Syracuse University,,,0.0
866,866,C.J. Wilcox,29,"Pleasant Grove, UT",USA,40.3641184,-111.73854,University of Washington,,,0.0
867,867,Damien Wilkins,40,"Washington, NC",USA,35.54655169999999,-77.0521742,University of Georgia,,,0.0
868,868,Elliott Williams,30,"Memphis, TN",USA,35.1495343,-90.0489801,University of Memphis,,,0.0
869,869,Grant Williams,21,"Houston, TX",USA,29.7604267,-95.3698028,Tennessee,,,0.0
870,870,Nigel Williams-Goss,25,"Happy Valley, OR",USA,45.4470021,-122.5309281,Gonzaga,,,0.0
871,871,Zion Williamson,19,"Salisbury, NC",USA,35.6709727,-80.4742261,Duke,,,0.0
872,872,Kyle Wiltjer,27,"Portland, OR",USA,45.5051064,-122.6750261,Gonzaga University,,,0.0
874,874,Todd Withers,23,"Greensboro, NC",USA,36.0726354,-79.7919754,Queens University,,,0.0
875,875,Jeff Withey,30,"San Diego, CA",USA,32.715738,-117.1610838,University of Kansas,,,0.0
876,876,Nate Wolters,28,"St. Cloud, MN",USA,45.5579451,-94.16324039999999,South Dakota State University,,,0.0
877,877,Kenny Wooten,21,"Manteca, CA",USA,37.7974273,-121.2160526,Oregon,,,0.0
878,878,Brandan Wright,32,"Nashville, TN",USA,36.1626638,-86.7816016,University of North Carolina,,,0.0
879,879,Justin Wright-Foreman,22,"Laurelton, NY",USA,40.67764,-73.7447853,Hofstra,,,0.0
880,880,Tony Wroten,27,"Seattle, WA",USA,47.6062095,-122.3320708,University of Washington,,,0.0
