,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Ability Score
349,Alex Len,26,Antratsit,Ukraine,,,University of Maryland,,,19.0
350,Kawhi Leonard,28,"Los Angeles, CA",USA,,,San Diego State University,,,39.39999999999999
351,Meyers Leonard,28,"Woodbridge, VA",USA,,,University of Illinois at Urbana-Champaign,,,11.299999999999999
352,Jon Leuer,30,"Long Lake, MN",USA,,,University of Wisconsin,,,6.899999999999999
353,Caris LeVert,25,"Columbus, OH",USA,,,University of Michigan,,,22.799999999999997
354,Damian Lillard,29,"Oakland, CA",USA,,,Weber State University,,,38.8
355,Jeremy Lin,31,"Palo Alto, CA",USA,,,Harvard University,,,17.3
356,Jeremy Lin,31,"Palo Alto, CA",USA,,,Harvard University,,,12.500000000000002
357,Shaun Livingston,34,"Peoria, IL",USA,,,,,,8.5
358,Zach Lofton,27,,,,,,,,1.0
359,Kevon Looney,24,"Milwaukee, WI",USA,,,"University of California, Los Angeles",,,14.2
360,Brook Lopez,32,"North Hollywood, CA",USA,,,Stanford University,,,21.4
361,Robin Lopez,32,"North Hollywood, CA",USA,,,Stanford University,,,15.799999999999999
362,Kevin Love,31,"Santa Monica, CA",USA,,,"University of California, Los Angeles",,,30.7
363,Kyle Lowry,34,"Philadelphia, PA",USA,,,Villanova University,,,29.599999999999998
364,Jordan Loyd,26,"Atlanta, GA",USA,,,,,,3.7
365,Kalin Lucas,30,"Sterling Heights, MI",USA,,,,,,6.0
366,Timothe Luwawu-Cabarrot,24,Cannes,France,,,,,,3.0000000000000004
367,Timothe Luwawu-Cabarrot,24,Cannes,France,,,,,,11.0
368,Tyler Lydon,24,"Hudson, NY",USA,,,Syracuse University,,,1.9000000000000001
369,Trey Lyles,24,Saskatoon,USA,,,University of Kentucky,,,14.600000000000001
370,Scott Machado,29,"Queens, NY",USA,,,,,,3.5
371,Shelvin Mack,29,"Lexington, KY",USA,,,Butler University,,,14.100000000000001
372,Shelvin Mack,29,"Lexington, KY",USA,,,Butler University,,,3.4000000000000004
373,Daryl Macon,24,,,,,,,,6.1
374,J.P. Macura,24,"Lakeville, MN",USA,,,,,,5.5
375,Ian Mahinmi,33,Rouen,France,,,,,,9.799999999999999
376,Thon Maker,23,,South Sudan,,,,,,8.700000000000001
377,Thon Maker,23,,South Sudan,,,,,,11.6
378,Boban Marjanovic,31,Zajecar,Serbia,,,,,,12.3
379,Boban Marjanovic,31,Zajecar,Serbia,,,,,,15.499999999999998
380,Lauri Markkanen,22,Vantaa,Finland,,,University of Arizona,,,30.499999999999996
381,Jarell Martin,25,"Baton Rouge, LA",USA,,,Louisiana State University,,,5.1000000000000005
382,Frank Mason,26,"Petersburg, VA",USA,,,University of Kansas,,,8.899999999999999
383,Yante Maten,23,"Pontiac, MI",USA,,,,,,3.0
384,Wesley Matthews,33,"San Antonio, TX",USA,,,Marquette University,,,18.8
385,Wesley Matthews,33,"San Antonio, TX",USA,,,Marquette University,,,12.0
386,Wesley Matthews,33,"San Antonio, TX",USA,,,Marquette University,,,17.199999999999996
387,Luc Mbah a Moute,33,Yaounde,Cameroon,,,"University of California, Los Angeles",,,7.7
388,Tahjere McCall,25,,,,,,,,5.0
389,Patrick McCaw,24,"St. Louis, MO",USA,,,"University of Nevada, Las Vegas",,,4.1000000000000005
390,Patrick McCaw,24,"St. Louis, MO",USA,,,"University of Nevada, Las Vegas",,,6.3
391,CJ McCollum,28,"Canton, OH",USA,,,Lehigh University,,,29.2
392,T.J. McConnell,28,"Pittsburgh, PA",USA,,,University of Arizona,,,13.299999999999999
393,Doug McDermott,28,"Grand Forks, ND",USA,,,Creighton University,,,9.899999999999999
394,JaVale McGee,32,"Flint, MI",USA,,,"University of Nevada, Reno",,,22.900000000000002
395,Rodney McGruder,28,"Landover, MD",USA,,,Kansas State University,,,13.599999999999998
396,Alfonzo McKinnie,27,"Chicago, IL",USA,,,University of Wisconsin-Green Bay,,,9.0
397,Ben McLemore,27,"St. Louis, MO",USA,,,University of Kansas,,,5.5
398,Jordan McRae,29,"Savannah, GA",USA,,,University of Tennessee,,,9.2
399,Jodie Meeks,32,"Norcross, GA",USA,,,University of Kentucky,,,9.1
400,Salah Mejri,33,Jendouba,Tunisia,,,,,,9.600000000000001
401,De'Anthony Melton,21,"North Hollywood, CA",USA,,,,,,12.8
402,Chimezie Metu,23,"Los Angeles, CA",USA,,,,,,3.7
403,Khris Middleton,28,"Charleston, SC",USA,,,Texas A&M University,,,29.700000000000003
404,CJ Miles,33,"Dallas, TX",USA,,,,,,8.399999999999999
405,CJ Miles,33,"Dallas, TX",USA,,,,,,13.5
406,Darius Miller,30,"Maysville, KY",USA,,,University of Kentucky,,,13.0
407,Malcolm Miller,27,"Gaithersburg, MD",USA,,,College of the Holy Cross,,,4.299999999999999
408,Patty Mills,31,Canberra,Australia,,,Saint Mary's College of California,,,15.8
409,Paul Millsap,35,"Monroe, LA",USA,,,Louisiana Tech University,,,23.8
410,Shake Milton,23,"Savannah, GA",USA,,,,,,7.800000000000002
411,Nikola Mirotic,29,Podgorica,Montenegro,,,,,,27.5
412,Nikola Mirotic,29,Podgorica,Montenegro,,,,,,19.7
413,Donovan Mitchell,23,"Elmsford, NY",USA,,,University of Louisville,,,33.9
414,Naz Mitrou-Long,26,Mississauga,Canada,,,Iowa State University,,,2.8000000000000003
415,Malik Monk,22,"Jonesboro, AR",USA,,,University of Kentucky,,,13.200000000000001
416,Greg Monroe,29,"New Orleans, LA",USA,,,Georgetown University,,,9.799999999999999
417,Greg Monroe,29,"New Orleans, LA",USA,,,Georgetown University,,,5.0
418,Greg Monroe,29,"New Orleans, LA",USA,,,Georgetown University,,,20.6
419,E'Twaun Moore,31,"East Chicago, IN",USA,,,Purdue University,,,17.2
420,Eric Moreland,28,"Houston, TX",USA,,,Oregon State University,,,3.0
421,Eric Moreland,28,"Houston, TX",USA,,,Oregon State University,,,7.4
422,Jaylen Morris,24,"Amherst, NY",USA,,,,,,5.2
423,Markieff Morris,30,"Philadelphia, PA",USA,,,University of Kansas,,,19.700000000000003
424,Markieff Morris,30,"Philadelphia, PA",USA,,,University of Kansas,,,11.700000000000001
425,Monte Morris,24,"Grand Rapids, MI",USA,,,Iowa State University,,,17.3
426,Marcus Morris Sr.,30,"Philadelphia, PA",USA,,,University of Kansas,,,22.400000000000002
427,Donatas Motiejunas,29,Kaunas,Lithuania,,,,,,3.5999999999999996
428,Johnathan Motley,24,"Houston, TX",USA,,,Baylor University,,,7.699999999999999
429,Emmanuel Mudiay,24,Kinshasa,Democratic Republic of the Congo,,,,,,23.0
430,Jamal Murray,23,Kitchener,Canada,,,University of Kentucky,,,28.499999999999996
431,Dzanan Musa,20,Bihać,Bosnia,,,,,,3.1000000000000005
432,Mike Muscala,28,"St. Louis Park, MN",USA,,,Bucknell University,,,14.0
433,Mike Muscala,28,"St. Louis Park, MN",USA,,,Bucknell University,,,10.2
434,Svi Mykhailiuk,22,Cherkasy,Ukraine,,,,,,5.199999999999999
435,Svi Mykhailiuk,22,Cherkasy,Ukraine,,,,,,4.3
436,Abdel Nader,26,Alexandria,Egypt,,,Iowa State University,,,6.7
437,Larry Nance Jr.,27,"Akron, OH",USA,,,University of Wyoming,,,22.900000000000002
438,Shabazz Napier,28,"Roxbury, MA",USA,,,University of Connecticut,,,14.900000000000002
439,Raul Neto,27,Belo Horizonte,Brazil,,,,,,10.0
440,Georges Niang,26,"Lawrence, MA",USA,,,Iowa State University,,,6.3999999999999995
441,Joakim Noah,35,"New York, NY",USA,,,University of Florida,,,16.1
442,Nerlens Noel,26,"Malden, MA",USA,,,University of Kentucky,,,11.8
443,Dirk Nowitzki,41,Wurzburg,Germany,,,,,,11.7
444,Frank Ntilikina,21,Ixelles,France,,,,,,11.5
445,James Nunnally,29,"San Jose, CA",USA,,,,,,2.9
446,James Nunnally,29,"San Jose, CA",USA,,,,,,6.0
447,Jusuf Nurkic,25,Tuzla,Bosnia and Herzegovina,,,,,,31.599999999999998
448,David Nwaba,27,"Los Angeles, CA",USA,,,"California Polytechnic State University, San Luis Obispo",,,11.799999999999999
449,Semi Ojeleye,25,"Overland Park, KS",USA,,,Southern Methodist University,,,5.5
450,Jahlil Okafor,24,"Chicago, IL",USA,,,Duke University,,,14.599999999999998
451,Elie Okobo,22,Bordeaux,France,,,,,,10.7
452,Josh Okogie,21,Lagos,Nigeria,,,,,,13.399999999999999
453,Victor Oladipo,27,"Silver Spring, MD",USA,,,Indiana University,,,31.599999999999998
454,Kelly Olynyk,28,Toronto,Canada,,,Gonzaga University,,,17.7
455,Royce O'Neale,26,"Killeen, TX",USA,,,Baylor University,,,11.2
456,Kyle O'Quinn,30,"Flushing, NY",USA,,,Norfolk State University,,,8.1
457,Cedi Osman,25,Ohrid,Turkey,,,,,,21.200000000000003
458,Kelly Oubre Jr.,24,"New Orleans, LA",USA,,,University of Kansas,,,19.599999999999998
459,Kelly Oubre Jr.,24,"New Orleans, LA",USA,,,University of Kansas,,,25.700000000000003
460,Zaza Pachulia,36,Tbilisi,Georgia,,,,,,9.799999999999999
461,Jabari Parker,25,"Chicago, IL",USA,,,Duke University,,,23.7
462,Jabari Parker,25,"Chicago, IL",USA,,,Duke University,,,26.4
463,Tony Parker,37,Bruges,Belgium,,,,,,15.2
464,Chandler Parsons,31,"Casselberry, FL",USA,,,University of Florida,,,13.0
465,Patrick Patterson,31,"Washington, DC",USA,,,University of Kentucky,,,6.9
466,Justin Patton,22,"Riverdale, GA",USA,,,Creighton University,,,5.4
467,Chris Paul,34,"Winston-Salem, NC",USA,,,Wake Forest University,,,30.099999999999998
468,Cameron Payne,25,"Memphis, TN",USA,,,Murray State University,,,10.9
469,Cameron Payne,25,"Memphis, TN",USA,,,Murray State University,,,14.1
470,Elfrid Payton,26,"Gretna, LA",USA,,,University of Louisiana at Lafayette,,,24.799999999999997
471,Gary Payton II,27,"Seattle, WA",USA,,,Oregon State University,,,7.0
472,Theo Pinson,24,"Greensboro, NC",USA,,,,,,8.0
473,Mason Plumlee,30,"Fort Wayne, IN",USA,,,Duke University,,,18.9
474,Miles Plumlee,31,"Fort Wayne, IN",USA,,,Duke University,,,8.0
475,Jakob Poeltl,24,Vienna,Austria,,,University of Utah,,,13.3
476,Quincy Pondexter,32,"Fresno, CA",USA,,,University of Washington,,,3.4000000000000004
477,Otto Porter Jr.,26,"St. Louis, MO",USA,,,Georgetown University,,,22.400000000000002
478,Otto Porter Jr.,26,"St. Louis, MO",USA,,,Georgetown University,,,27.5
479,Bobby Portis,25,"Little Rock, AR",USA,,,University of Arkansas,,,23.599999999999998
480,Bobby Portis,25,"Little Rock, AR",USA,,,University of Arkansas,,,25.799999999999997
481,Dwight Powell,28,Toronto,Canada,,,Stanford University,,,18.7
482,Norman Powell,26,"San Diego, CA",USA,,,"University of California, Los Angeles",,,13.199999999999998
483,Alex Poythress,26,"Savannah, GA",USA,,,University of Kentucky,,,10.2
484,Taurean Prince,26,"San Marcos, TX",USA,,,Baylor University,,,20.500000000000004
485,Ivan Rabb,23,"Sacramento, CA",USA,,,University of California,,,11.700000000000001
486,Chasson Randle,27,"Rock Island, IL",USA,,,Stanford University,,,9.2
487,Julius Randle,25,"Dallas, TX",USA,,,University of Kentucky,,,34.5
488,JJ Redick,35,"Cookeville, TN",USA,,,Duke University,,,23.799999999999997
489,Davon Reed,24,"Princeton, NJ",USA,,,University of Miami,,,2.1999999999999997
490,Cameron Reynolds,25,,,,,,,,7.699999999999999
491,Josh Richardson,26,"Edmond, OK",USA,,,University of Tennessee,,,25.900000000000006
492,Malachi Richardson,24,"Trenton, NJ",USA,,,Syracuse University,,,2.0
493,Austin Rivers,27,"Santa Monica, CA",USA,,,Duke University,,,12.5
494,Austin Rivers,27,"Santa Monica, CA",USA,,,Duke University,,,13.799999999999999
495,Devin Robinson,25,"Christchurch, VA",USA,,,University of Florida,,,12.0
496,Duncan Robinson,25,"York, MA",USA,,,,,,5.199999999999999
497,Jerome Robinson,23,"Raleigh, NC",USA,,,,,,5.599999999999999
498,Mitchell Robinson,22,"Pensacola, FL",USA,,,,,,17.5
499,Glenn Robinson III,26,"Gary, IN",USA,,,University of Michigan,,,6.6000000000000005
500,Rajon Rondo,34,"Louisville, KY",USA,,,University of Kentucky,,,23.9
501,Derrick Rose,31,"Chicago, IL",USA,,,University of Memphis,,,25.8
502,Terrence Ross,29,"Portland, OR",USA,,,University of Washington,,,21.599999999999998
503,Terry Rozier,26,"Youngstown, OH",USA,,,University of Louisville,,,17.0
504,Ricky Rubio,29,Barcelona,Spain,,,,,,23.9
505,D'Angelo Russell,24,"Louisville, KY",USA,,,Ohio State University,,,33.400000000000006
506,Domantas Sabonis,23,"Portland, OR",Lithuania,,,Gonzaga University,,,27.499999999999996
507,Brandon Sampson,22,"Baton Rouge, LA",USA,,,,,,7.699999999999999
508,JaKarr Sampson,27,"Cleveland, OH",USA,,,St. John's University,,,30.8
509,Dario Saric,26,Sibenik,Croatia,,,,,,20.3
510,Dario Saric,26,Sibenik,Croatia,,,,,,18.1
511,Tomas Satoransky,28,Prague,Czech Republic,,,,,,18.599999999999998
512,Dennis Schroder,26,Braunschweig,Germany,,,,,,24.200000000000003
513,Mike Scott,31,"Chesapeake, VA",USA,,,Virginia,,,9.4
514,Mike Scott,31,"Chesapeake, VA",USA,,,Virginia,,,12.9
515,Thabo Sefolosha,35,Vevey,Switzerland,,,,,,7.8
516,Wayne Selden,25,"Roxbury, MA",USA,,,University of Kansas,,,8.4
517,Wayne Selden,25,"Roxbury, MA",USA,,,University of Kansas,,,13.599999999999998
518,Collin Sexton,21,"Marietta, GA",USA,,,,,,23.2
519,Landry Shamet,23,"Kansas City, MI",USA,,,,,,11.3
520,Landry Shamet,23,"Kansas City, MI",USA,,,,,,16.000000000000004
521,Iman Shumpert,29,"Oak Park, IL",USA,,,Georgia Institute of Technology,,,15.799999999999999
522,Iman Shumpert,29,"Oak Park, IL",USA,,,Georgia Institute of Technology,,,9.1
523,Pascal Siakam,26,Douala,Cameroon,,,New Mexico State University,,,28.4
524,Jordan Sibert,27,"Cincinnati, OH",USA,,,,,,3.0
525,Ben Simmons,23,Fitzroy,Australia,,,Louisiana State University,,,35.599999999999994
526,Jonathon Simmons,30,"Houston, TX",USA,,,University of Houston,,,12.4
527,Jonathon Simmons,30,"Houston, TX",USA,,,University of Houston,,,10.2
528,Kobi Simmons,22,"Atlanta, GA",USA,,,University of Arizona,,,0.0
529,Anfernee Simons,20,"Altamonte Springs, FL",USA,,,,,,4.999999999999999
530,Marcus Smart,26,"Flower Mound, TX",USA,,,Oklahoma State University,,,17.9
531,Ish Smith,31,"Charlotte, NC",USA,,,Wake Forest University,,,15.799999999999999
532,Jason Smith,34,"Greeley, CO",USA,,,Colorado State University,,,8.3
533,Jason Smith,34,"Greeley, CO",USA,,,Colorado State University,,,4.8
534,Jason Smith,34,"Greeley, CO",USA,,,Colorado State University,,,6.5
535,J.R. Smith,34,"Freehold, NJ",USA,,,,,,11.500000000000002
536,Zhaire Smith,20,"Garland, TX",USA,,,,,,11.200000000000001
537,Dennis Smith Jr.,22,"Fayetteville, NC",USA,,,North Carolina State University,,,21.7
538,Dennis Smith Jr.,22,"Fayetteville, NC",USA,,,North Carolina State University,,,24.599999999999998
539,Tony Snell,28,"Riverside, CA",USA,,,University of New Mexico,,,9.6
540,Ray Spalding,23,"Louisville, KY",USA,,,,,,0.0
541,Ray Spalding,23,"Louisville, KY",USA,,,,,,9.6
542,Omari Spellman,22,"Cleveland, OH",USA,,,,,,12.200000000000001
543,Nik Stauskas,26,Mississauga,Canada,,,University of Michigan,,,9.7
544,Nik Stauskas,26,Mississauga,Canada,,,University of Michigan,,,8.700000000000001
545,D.J. Stephens,29,Frankfurt,Germany,,,,,,3.0
546,Lance Stephenson,29,"Brooklyn, NY",USA,,,University of Cincinnati,,,13.2
547,Edmond Sumner,24,"Detroit, MI",USA,,,Xavier University,,,5.0
548,Caleb Swanigan,22,"Indianapolis, IN",USA,,,Purdue University,,,5.4
549,Caleb Swanigan,22,"Indianapolis, IN",USA,,,Purdue University,,,9.0
550,Jayson Tatum,22,"St. Louis, MO",USA,,,Duke University,,,25.6
551,Jeff Teague,31,"Indianapolis, IN",USA,,,Wake Forest University,,,24.199999999999996
552,Garrett Temple,33,"Baton Rouge, LA",USA,,,Louisiana State University,,,15.4
553,Garrett Temple,33,"Baton Rouge, LA",USA,,,Louisiana State University,,,9.799999999999999
554,Milos Teodosic,33,Valjevo,Serbia,,,,,,6.6000000000000005
555,Jared Terrell,25,"Weymouth, MA",USA,,,,,,3.8000000000000003
556,Emanuel Terry,24,"Birmingham, IL",USA,,,,,,9.5
557,Emanuel Terry,24,"Birmingham, IL",USA,,,,,,3.0
558,Daniel Theis,28,Salzgitter,Germany,,,,,,11.0
559,Isaiah Thomas,31,"Tacoma, WA",USA,,,University of Washington,,,11.7
560,Khyri Thomas,23,"Cupertino, CA",USA,,,,,,3.8999999999999995
561,Lance Thomas,31,"Brooklyn, NY",USA,,,Duke University,,,8.2
562,Klay Thompson,30,"Los Angeles, CA",USA,,,Washington State University,,,29.5
563,Tristan Thompson,29,Toronto,Canada,,,University of Texas at Austin,,,24.1
564,Sindarius Thornwell,25,"Lancaster, SC",USA,,,University of South Carolina,,,2.3000000000000003
565,Anthony Tolliver,34,"Springfield, MO",USA,,,Creighton University,,,9.000000000000002
566,Karl-Anthony Towns,24,"Edison, NJ",USA,,,University of Kentucky,,,42.699999999999996
567,Gary Trent Jr.,21,,,,,,,,3.9000000000000004
568,Allonzo Trier,24,"Seatle, WS",USA,,,,,,16.5
569,P.J. Tucker,34,"Raleigh, NC",USA,,,University of Texas at Austin,,,16.4
570,Evan Turner,31,"Chicago, IL",USA,,,Ohio State University,,,15.9
571,Myles Turner,24,"Bedford, TX",USA,,,University of Texas at Austin,,,25.6
572,Ekpe Udoh,32,"Edmond, OK",USA,,,Baylor University,,,5.3999999999999995
573,Tyler Ulis,24,"Detroit, MI",USA,,,University of Kentucky,,,0.0
574,Jonas Valanciunas,27,Utena,Lithuania,,,,,,22.2
575,Jonas Valanciunas,27,Utena,Lithuania,,,,,,34.699999999999996
576,Jarred Vanderbilt,21,"Houston, TX",USA,,,,,,3.5
577,Fred VanVleet,26,"Rockford, IL",USA,,,Wichita State University,,,19.599999999999998
578,Noah Vonleh,24,"Haverhill, MA",USA,,,Indiana University,,,19.599999999999998
579,Nikola Vucevic,29,Morges,Montenegro,,,University of Southern California,,,38.699999999999996
580,Dwyane Wade,38,"Chicago, IL",USA,,,Marquette University,,,24.5
581,Moritz Wagner,22,Berlin,Germany,,,,,,7.8999999999999995
582,Dion Waiters,28,"Philadelphia, PA",USA,,,Syracuse University,,,18.4
583,Kemba Walker,29,"Bronx, NY",USA,,,University of Connecticut,,,37.5
584,Lonnie Walker IV,21,"Reading, PA",USA,,,,,,4.6
585,John Wall,29,"Raleigh, NC",USA,,,University of Kentucky,,,35.4
586,Tyrone Wallace,25,"Bakersfield, CA",USA,,,University of California,,,6.199999999999999
587,Brad Wanamaker,30,"Philadelphia, PA",USA,,,,,,6.999999999999999
588,T.J. Warren,26,"Durham, NC",USA,,,North Carolina State University,,,25.4
589,Julian Washburn,28,,,,,,,,6.1
590,Yuta Watanabe,25,Miki,Japan,,,,,,5.6
591,Thomas Welsh,24,"Torrance, CA",USA,,,,,,2.5
592,Russell Westbrook,31,"Long Beach, CA",USA,,,"University of California, Los Angeles",,,47.1
593,Derrick White,25,"Parker, CO",USA,,,University of Colorado,,,19.2
594,Okaro White,27,"Clearwater, FL",USA,,,Florida State University,,,0.7
595,Hassan Whiteside,30,"Gastonia, NC",USA,,,Marshall University,,,27.000000000000004
596,Andrew Wiggins,25,Toronto,Canada,,,University of Kansas,,,27.1
597,Alan Williams,27,"Phoenix, AZ",USA,,,"University of California, Santa Barbara",,,8.2
598,C.J. Williams,30,"Fayetteville, NC",USA,,,North Carolina State University,,,4.300000000000001
599,Johnathan Williams,24,"Memphis, TN",USA,,,,,,11.700000000000001
600,Kenrich Williams,25,,,,,,,,14.1
601,Lou Williams,33,"Memphis, TN",USA,,,,,,29.1
602,Marvin Williams,33,"Bremerton, WA",USA,,,University of North Carolina,,,18.4
603,Troy Williams,25,"Hampton, VA",USA,,,Indiana University,,,9.5
604,Robert Williams III,22,"Shreveport, LA",USA,,,,,,6.7
605,D.J. Wilson,24,"Mt. Shasta, CA",USA,,,University of Michigan,,,12.299999999999999
606,Justise Winslow,24,"Houston, TX",USA,,,Duke University,,,23.700000000000003
607,Christian Wood,24,"Long Beach, CA",USA,,,"University of Nevada, Las Vegas",,,4.5
608,Christian Wood,24,"Long Beach, CA",USA,,,"University of Nevada, Las Vegas",,,27.699999999999996
609,Delon Wright,27,"Los Angeles, CA",USA,,,University of Utah,,,12.9
610,Delon Wright,27,"Los Angeles, CA",USA,,,University of Utah,,,25.200000000000003
611,Guerschon Yabusele,24,Dreux,France,,,,,,4.3999999999999995
612,Nick Young,34,"Los Angeles, CA",USA,,,University of Southern California,,,3.1000000000000005
613,Thaddeus Young,31,"New Orleans, LA",USA,,,Georgia Institute of Technology,,,23.5
614,Trae Young,21,"Lubbock, TX",USA,,,,,,31.999999999999996
615,Cody Zeller,27,"Washington, IN",USA,,,Indiana University,,,20.7
616,Tyler Zeller,30,"Visalia, CA",USA,,,University of North Carolina,,,3.5
617,Tyler Zeller,30,"Visalia, CA",USA,,,University of North Carolina,,,17.8
618,Qi Zhou,24,,,,,,,,2.0
619,Ante Zizic,23,Split,Croatia,,,,,,14.7
620,Ivica Zubac,23,Mostar,Croatia,,,,,,15.200000000000001
621,Ivica Zubac,23,Mostar,Croatia,,,,,,19.9
622,Jalen Adams,24,"Melrose, MA",USA,,,,,,0
623,Cliff Alexander,24,"Chicago, IL",USA,,,University of Kansas,,,0
624,Kyle Alexander,23,"Milton, ON",Canada,,,,,,0
625,Nickeil Alexander-Walker,21,"Toronto, ON",Canada,,,Virginia Tech,,,0
626,Noah Allen,25,,USA,,,,,,0
627,Thanasis Antetokounmpo,27,Athens,Greece,,,,,,0
628,Kenny Atkinson,2,,,,,,,,0
629,Cat Barber,25,,USA,,,North Carolina State,,,0
630,RJ Barrett,19,"Toronto, ON",Canada,,,Duke,,,0
631,Tyus Battle,22,,,,,Syracuse,,,0
632,Darius Bazley,19,,,,,,,,0
633,Javon Bess,24,"Pickerington, OH",USA,,,St. Louis,,,0
634,Justin Bibbs,24,"Dayton, OH",USA,,,,,,0
635,Goga Bitadze,20,Sagarejo,Georgia,,,,,,0
636,Keljin Blevins,24,"Hot Springs, AR",USA,,,Montana State,,,0
637,Trevon Bluiett,25,"Indianapolis, IN",USA,,,,,,0
638,Bol Bol,20,Khartoum,Sudan,,,Oregon,,,0
639,Marques Bolden,21,,,,,Duke,,,0
640,Jordan Bone,22,"Nashville, TN",USA,,,Tennessee,,,0
641,Phil Booth,24,"Bltimore, MD",USA,,,Villanova,,,0
642,Brian Bowen II,21,"Saginaw, MI",USA,,,,,,0
643,Ky Bowman,22,"Havelock, NC",USA,,,Boston College,,,0
644,Jacobi Boykins,25,,USA,,,Louisiana Tech,,,0
645,Jarrell Brantley,23,"Charleston, SC",USA,,,College of Charleston,,,0
646,Ignas Brazdeikis,21,Kaunas,Lithuania,,,Michigan,,,0
647,Oshae Brissett,21,"Toronto, ON",Canada,,,Syracuse,,,0
648,Armoni Brooks,21,,USA,,,Houston,,,0
649,Scott Brooks,2,"French Camp, CA",USA,,,"University of California, Irvine",,,0
650,Barry Brown,23,"At. Petersburg, FL",USA,,,Kansas State,,,0
651,Bobby Brown,35,"Versailles, OH",USA,,,Miami University,,,0
652,Brett Brown,2,,,,,,,,0
653,Jabari Brown,27,,USA,,,Missouri,,,0
654,Markel Brown,28,"Pineville, LA",USA,,,Oklahoma State University,,,0
655,Moses Brown,20,"New York, NY",USA,,,UCLA,,,0
656,Charles Brown Jr.,23,Imhotep Institute Charter,USA,,,,,,0
657,Nicolas Brussino,27,Santa Fe,Argentina,,,,,,0
658,Kobe Bryant,41,"Philadelphia, PA",USA,,,,,,0
659,Michael Budenholzer,2,,,,,,,,0
660,Devontae Cacok,23,"Chicago, IL",USA,,,UNC Wilmington,,,0
661,Vlatko Cancar,23,Koper,Slovenia,,,,,,0
662,Rick Carlisle,2,"Ogdensburg, NY",USA,,,University of Virginia,,,0
663,Jordan Caroline,24,"Champagne, IL",USA,,,Nevada-Reno,,,0
664,Tony Carr,22,,USA,,,Penn State,,,0
665,Zylan Cheatham,24,"Phoenix, AZ",USA,,,Arizona State,,,0
666,Brandon Clarke,23,"Vancouver, BC",Canada,,,Gonzaga,,,0
667,Gian Clavell,26,Caguas,Puerto Rico,,,Colorado State University,,,0
668,Nicolas Claxton,20,"Greenville, SC",USA,,,Georgia,,,0
669,Chris Clemons,22,"Raleigh, nC",USA,,,Campbell,,,0
670,Antonius Cleveland,26,"Memphis, TN",USA,,,Southeast Missouri State University,,,0
671,Steve Clifford,2,,,,,,,,0
672,Philip Cofer,23,,USA,,,Florida State,,,0
673,Amir Coffey,22,"Hopkins, MN",USA,,,Minnesota,,,0
674,Kyle Collinsworth,28,"Provo, UT",USA,,,Brigham Young University,,,0
675,Tyler Cook,22,"St. Louis, MO",USA,,,Iowa,,,0
676,Markel Crawford,25,,,,,,,,0
677,Jarrett Culver,21,"Lubbock, TX",USA,,,Texas Tech,,,0
678,Cristiano Da Silva Felicio,27,,,,,,,,0
679,Jon Davis,23,,USA,,,Charlotte,,,0
680,Terence Davis,22,"Southaven, MI",USA,,,Ole Miss,,,0
681,Branden Dawson,27,"Gary, IN",USA,,,Michigan State University,,,0
682,Cody Demps,26,,,,,,,,0
683,Daniel Dixon,26,,USA,,,William & Mary,,,0
684,Billy Donovan,2,"Rockville Centre, NY",USA,,,Providence College,,,0
685,Luguentz Dort,20,"Montreal, QC",Canada,,,Arizona State,,,0
686,Sekou Doumbouya,19,Conakry,Guinea,,,,,,0
687,Milton Doyle,26,"Chicago, IL",USA,,,Loyola University of Chicago,,,0
688,Carsen Edwards,22,,,,,Purdue,,,0
689,Tyler Ennis,25,Brampton,Canada,,,Syracuse University,,,0
690,Tacko Fall,24,Dakar,Senegal,,,Central Florida,,,0
691,Carrick Felix,29,"Las Vegas, AZ",USA,,,Arizona State University,,,0
692,Bruno Fernando,21,Luanda,Angola,,,Maryland,,,0
693,Robert Franks,23,"Seattle, WA",USA,,,Washington State,,,0
694,Michael Frazier,26,,,,,,,,0
695,Kenny Gabriel,30,,USA,,,Auburn,,,0
696,Wenyen Gabriel,23,Khartoum,Sudan,,,,,,0
697,Abdul Gaddy,28,"Tacoma, WA",USA,,,,,,0
698,Daniel Gafford,21,,,,,Arkansas,,,0
699,Darius Garland,20,"Gary, IN",USA,,,Vanderbilt,,,0
700,Kevin Garnett,43,"Mauldin, SC",USA,,,,,,0
701,Kaiser Gates,23,"Atlanta, GA",USA,,,Xavier,,,0
702,Alvin Gentry,2,,,,,,,,0
703,Jonathan Gibson,32,"West Covina, CA",USA,,,New Mexico State University,,,0
704,Josh Gray,26,,,,,,,,0
705,Erick Green,28,"Inglewood, CA",USA,,,Virginia Polytechnic Institute and State University,,,0
706,Javonte Green,26,"Petersburg, VA",USA,,,Radford University,,,0
707,Marko Guduric,25,Priboj,Serbia,,,,,,0
708,Kyle Guy,22,"Indianapolis, IN",USA,,,Virginia,,,0
709,Isaac Haas,24,"Birmingham, AL",USA,,,,,,0
710,Rui Hachimura,22,Toyama,Japan,,,Gonzaga,,,0
711,Devon Hall,24,"Virginia Beach, VA",USA,,,Virginia,,,0
712,Donta Hall,22,,,,,,,,0
713,Jaylen Hands,21,"San Diego, CA",USA,,,UCLA,,,0
